Peak,DNase,RNAPII,H3K4me1,Input
scaffold_4-1008,3.15,2.55,4.21,1.24
scaffold_7-860,3.49,4.13,6.4,1.16
scaffold_8-902,3.69,3.04,3.82,1.02
scaffold_2-1063,3.86,3.04,4.21,1.17
scaffold_1-1585,3.08,3.42,3.69,1.31
scaffold_2-1069,4.09,113.68,1.87,1.31
scaffold_3-825,3.27,3.26,3.17,1.36
scaffold_7-870,2.76,1.79,2.42,0.92
scaffold_2-1099,3.3,2.45,3.43,1.05
scaffold_7-857,2.94,2.06,2.66,0.95
scaffold_8-903,3.17,4.35,2.74,1.18
scaffold_5-815,3.8,4.73,3.83,1.39
scaffold_1-1531,3.69,5.22,4.7,1.54
scaffold_7-789,4.16,16.74,2.22,1.32
scaffold_6-964,3.61,4.02,2.33,1.3
scaffold_4-1069,3.5,1.63,6.48,1.07
scaffold_1-1494,2.96,0.98,3.91,1.09
scaffold_7-828,3.16,1.52,4.33,1.13
scaffold_5-797,3.63,2.93,4.23,1.22
scaffold_816-1,3.02,0.98,3.28,1.22
scaffold_10-358,2.9,2.17,2.39,1.22
scaffold_3-803,3.22,3.15,3,1.18
scaffold_42-7,2.98,1.36,3.45,1.01
scaffold_4-1041,3.82,2.01,4.03,1.57
scaffold_7-851,3.31,3.91,2.79,1.41
scaffold_4-1084,3.19,0.92,3.05,1.16
scaffold_1-1568,2.61,1.09,1.66,0.9
scaffold_5-814,3.97,2.45,2.73,1.36
scaffold_1236-1,2.87,2.12,2.02,0.75
scaffold_1-1574,3.43,3.7,5.86,1.13
scaffold_5-820,3.79,2.99,4.4,1.03
scaffold_2-1098,3.43,3.42,6.43,1.35
scaffold_3-822,3.33,7.39,3.49,1.47
scaffold_5-810,4.12,1.85,3.62,1.43
scaffold_10-363,2.8,2.39,2.79,1.16
scaffold_9-696,4.89,121.89,2.41,1.7
scaffold_2-1102,4.76,30.87,1.87,1.4
scaffold_2-1100,3.43,50.86,4.65,1.41
scaffold_1-1553,3.09,3.04,3.68,1.4
scaffold_1-1573,3.71,3.04,6.24,1.38
scaffold_1-1586,3.46,9.29,3.84,1.39
scaffold_8-898,3.4,2.06,2.41,1.22
scaffold_4-1061,3.35,1.2,4.91,1.36
scaffold_5-819,3.64,2.55,3.74,1.39
scaffold_8-911,2.55,2.01,1.79,0.79
scaffold_4-1019,4.02,4.56,3.89,1.42
scaffold_44-17,2.94,10.32,1.56,1.13
scaffold_9-692,5.61,27.61,1.46,1.41
scaffold_8-919,3.24,4.29,2.48,1.3
scaffold_6-957,4.82,23.15,5.57,1.42
scaffold_7-855,4.98,55.75,2.78,1.15
scaffold_3-800,3.69,6.41,3.23,1.39
scaffold_8-913,3.38,2.55,4.05,1.34
scaffold_5-812,3.14,1.41,3.46,1.04
scaffold_5-823,3.15,1.36,3.36,1.34
scaffold_1-1599,3.87,1.58,3.74,1.55
scaffold_1-1550,3.3,5.11,4.35,1.16
scaffold_4-1040,4.2,5.22,2.88,1.38
scaffold_6-996,3.13,1.3,2.77,0.92
scaffold_4-1058,3.25,1.79,4.16,1.35
scaffold_3-802,3.38,19.29,3.3,1.49
scaffold_1-1520,3.71,2.34,3.54,1.29
scaffold_392-4,3.57,6.47,4.62,1.18
scaffold_5-808,3.54,2.23,4.39,1.41
scaffold_1-1564,4.33,9.62,6.88,1.76
scaffold_7-859,2.92,1.09,2.19,1.09
scaffold_6-986,2.98,1.36,3.64,0.88
scaffold_6-977,3.84,2.23,2.58,1.51
scaffold_3-812,3.7,6.25,3.45,1.49
scaffold_8-904,3.85,11.79,3.53,1.19
scaffold_7-853,3.36,2.28,3.86,1.08
scaffold_8-861,3.21,5.16,3.32,0.78
scaffold_6-981,3.36,1.63,4.32,1.27
scaffold_6-969,3.87,1.68,4.04,1.33
scaffold_5-818,3.59,1.63,3.92,1.44
scaffold_6-975,4.27,2.72,7.27,1.3
scaffold_8-916,3.12,1.9,3.64,1.1
scaffold_2-1093,3.72,1.9,5.1,1.36
scaffold_1-1592,2.92,0.87,2.32,1.04
scaffold_3-794,2.86,1.36,3.65,1.2
scaffold_4-1066,3.92,11.74,3.62,1.53
scaffold_7-849,4.16,191.71,2.09,1.32
scaffold_8-897,3.13,1.25,3.53,1.25
scaffold_7-852,3.68,2.88,4.49,1.42
scaffold_8-891,3.35,2.77,6.2,1.21
scaffold_535-1,2.8,3.75,2.5,0.99
scaffold_7-867,3.52,4.18,5.86,1.4
scaffold_8-870,2.87,2.12,1.81,1.09
scaffold_2-1126,2.78,1.68,2.24,1.08
scaffold_38-61,3.18,1.74,3.6,1.21
scaffold_9-684,3.08,2.23,2.88,1.28
scaffold_2-1129,4.08,2.34,5.5,1.24
scaffold_5-828,3.27,2.83,4.35,1.35
scaffold_6-970,3.89,38.69,1.96,0.89
scaffold_6-976,3.04,2.61,5.34,1.38
scaffold_9-699,3.02,1.68,4.36,1.27
scaffold_7-840,4.24,1.63,5.02,1.33
scaffold_4-1075,3.87,5.98,2.16,1.41
scaffold_3-824,2.53,1.85,2.2,0.84
scaffold_1-1600,2.93,3.37,4.23,1.42
scaffold_3-829,3.84,1.74,4.91,1.44
scaffold_3-799,3.11,2.99,3.4,1.31
scaffold_8-923,3.89,4.4,3.86,1.61
scaffold_1-1608,3.7,5,2.8,1.4
scaffold_1-1610,3.37,2.34,4.96,1.41
scaffold_4-1082,4.67,90.69,5.45,1.36
scaffold_8-912,3.56,3.04,6.13,1.46
scaffold_8-932,3.5,8.86,4.33,1.49
scaffold_2-1114,3.22,2.06,4.27,1.08
scaffold_1-1602,3.16,1.3,4.92,1.33
scaffold_9-711,3.93,108.79,3.29,1.34
scaffold_4-1071,3.04,0.92,6.77,1.38
scaffold_9-700,3.75,3.64,4.1,1.45
scaffold_3-827,3.03,5.33,4.1,1.51
scaffold_5-846,2.96,1.9,3.89,1.23
scaffold_10-367,3.51,2.88,3.82,1.57
scaffold_5-830,3.66,1.09,5.38,1.42
scaffold_10-362,3.28,2.28,4.13,1.06
scaffold_6-983,3.37,1.36,4.38,1.47
scaffold_6-971,3.84,2.88,3.22,1.41
scaffold_5-839,3.13,2.06,2.85,1.24
scaffold_8-909,3,1.47,3.19,1.27
scaffold_6-992,3.59,0.6,5.74,1.32
scaffold_735-1,2.94,1.03,3,1.25
scaffold_5-813,4.58,11.79,2.97,1.42
scaffold_6-988,3.98,11.09,2.65,1.43
scaffold_3-828,3.67,1.96,2.78,1.4
scaffold_3-837,3.63,3.04,4.06,1.61
scaffold_3-804,3.16,2.88,4.7,1.06
scaffold_2-1110,3.96,21.25,4.17,1.39
scaffold_4-1079,4.69,7.72,3.59,1.32
scaffold_5-821,3.81,4.73,3.82,1.39
scaffold_1-1583,3.24,1.85,4.5,1.3
scaffold_1-1565,3.49,3.37,4.28,1.37
scaffold_8-899,2.99,1.25,2.9,1.31
scaffold_24-32,3.15,1.68,4.56,1.46
scaffold_1-1566,4.19,164.16,1.08,1.22
scaffold_1-1545,3.3,2.77,5.31,1.55
scaffold_1-1595,3.42,2.99,3.13,1.5
scaffold_9-718,3.83,4.95,3.06,1.64
scaffold_4-1048,3.83,5.65,3.07,0.8
scaffold_6-1015,4.84,28.31,1.78,1.4
scaffold_105-1,2.9,2.61,3.53,0.69
scaffold_2-1122,3.44,4.62,4.63,1.71
scaffold_9-675,3.75,5.38,5.27,1.44
scaffold_6-1016,3.59,4.24,2.6,1.36
scaffold_8-925,4.3,151.99,2.5,1.55
scaffold_109-17,2.57,119.44,3.51,0.74
scaffold_6-991,5.22,7.93,7.23,1.53
scaffold_5-816,3.59,11.68,3.77,1.77
scaffold_38-56,3.32,1.58,2.94,1.54
scaffold_6-1004,3.17,3.21,3.51,1.22
scaffold_8-835,3.24,0.92,1.78,0.83
scaffold_2-1117,3.76,1.63,5.02,1.51
scaffold_1-1589,3.26,3.26,5.25,1.34
scaffold_6-962,3.05,7.12,4.18,1.28
scaffold_9-687,3.92,14.07,3.64,1.51
scaffold_3-835,3.31,1.09,2.72,1.4
scaffold_38-59,2.82,1.68,2.35,1.02
scaffold_8-926,3.19,0.65,4.3,1.56
scaffold_1-1591,4.05,113.35,2.13,1.5
scaffold_8-936,2.98,2.77,2.09,1.16
scaffold_5-5363,5.59,12.88,1.96,1.28
scaffold_2-1116,3.66,0.92,6.99,1.65
scaffold_7-863,4.42,3.75,7.42,1.49
scaffold_5-817,3.35,1.79,4.03,1.07
scaffold_3-820,3.33,2.66,2.83,1.38
scaffold_6-982,3,2.39,4.45,1.23
scaffold_1-1549,3.25,3.1,3.06,1.03
scaffold_7-812,2.61,4.51,4.3,0.75
scaffold_1-1598,3.86,2.83,3.74,1.33
scaffold_8-914,3.18,1.96,4.24,1.53
scaffold_3-841,2.62,2.61,2.88,0.91
scaffold_3-814,3.31,1.96,4.39,1.57
scaffold_10-368,3.37,8.91,4,1.42
scaffold_4-1085,3.29,1.3,5.28,1.46
scaffold_5-825,3.01,2.01,3.71,1.04
scaffold_2-1121,2.94,3.1,3.62,1.15
scaffold_8-920,3.47,1.9,3.83,1.48
scaffold_1-1614,3.32,1.85,3.69,1.25
scaffold_1-1561,3.19,5,1.97,1.45
scaffold_10-371,3.32,1.41,4.32,1.35
scaffold_6-994,3.19,1.09,2.82,0.94
scaffold_1-1547,2.96,2.61,2.32,1.23
scaffold_9-698,4.89,121.89,2.41,1.7
scaffold_1-1609,4.11,2.01,3.76,1.18
scaffold_6-954,3.19,4.84,6.76,1.54
scaffold_7-858,2.47,2.93,1.84,0.87
scaffold_3-797,3.28,2.66,6.19,1.4
scaffold_4-1087,3.57,8.53,2.71,1.32
scaffold_1-1539,3.15,0.98,5.16,1.45
scaffold_5-790,2.67,2.61,2.38,1.06
scaffold_4-1068,3.41,1.79,2.76,1.12
scaffold_18-7,3.42,0.54,1.1,1.61
scaffold_8875-1,3.22,4.18,4.17,1.52
scaffold_2-1090,2.99,7.06,3.16,1.01
scaffold_8-945,3.15,1.85,2.89,0.9
scaffold_5-827,3.56,1.79,4.32,1.35
scaffold_6-995,3.19,1.58,3.84,1.07
scaffold_2-1133,3.94,5.16,4.05,1.56
scaffold_5152-1,3.51,11.19,2.19,1.11
scaffold_8-929,2.69,0.98,2.49,0.96
scaffold_1-1588,3.58,1.14,6.76,1.31
scaffold_1-1612,4.05,2.12,4.49,1.4
scaffold_1-1597,3.29,1.25,2.95,1.29
scaffold_1-1613,3.54,2.66,5.74,1.29
scaffold_8-950,3.76,5,2.56,1.23
scaffold_7-871,4.76,34.62,1.29,1.49
scaffold_7-875,3.31,3.48,3.24,1.38
scaffold_6-1007,4.21,26.84,2.51,0.66
scaffold_2-1106,3.51,3.04,3.3,1.5
scaffold_2-1132,3.14,1.9,4.06,1.33
scaffold_6-1014,4.04,11.85,3.8,1.37
scaffold_9-723,3.09,8.97,6.57,1.46
scaffold_4-1100,2.85,18.69,3.99,1.06
scaffold_1-1576,2.66,1.25,3.46,0.69
scaffold_1-1627,3.28,6.63,5.76,1.32
scaffold_3-819,3.04,1.2,2.72,1.27
scaffold_1-1570,4.41,2.66,4.76,1.09
scaffold_3-849,4.22,2.93,4.46,1.49
scaffold_6-999,3.84,8.86,2.47,1.23
scaffold_5-837,4.86,60.54,3,1.79
scaffold_9-676,3.33,3.15,3.78,1.45
scaffold_1-1607,3.15,1.96,5.36,1.08
scaffold_6-1018,3.14,4.13,3.63,1.42
scaffold_3-813,3.44,7.55,5.13,1.03
scaffold_7-881,3.54,10.81,5.13,1.33
scaffold_4-1094,3.86,0.98,5.71,1.37
scaffold_1-1601,3.7,0.98,3.71,1.43
scaffold_9-721,2.82,0.71,3.06,1.25
scaffold_2-1115,3.39,3.53,4.35,1.38
scaffold_2-1134,3.19,1.41,4.28,1.14
scaffold_6-1011,2.96,2.61,3.89,1.45
scaffold_4-1083,3.45,9.51,4.87,1.37
scaffold_1-1616,3.13,0.76,3,1.2
scaffold_6-989,3.17,7.17,6.02,1.2
scaffold_3-833,4.19,3.75,4.18,1.59
scaffold_6-1009,4.08,2.23,5.2,1.4
scaffold_6-1021,3.64,2.55,4.51,1.18
scaffold_9-701,3.28,1.96,4.28,0.95
scaffold_6-1000,3.04,1.85,2.8,1.06
scaffold_4-1065,3.06,0.71,3.01,1.35
scaffold_2-1104,4.68,42.28,1.67,1.62
scaffold_4-1102,3.76,4.73,4.17,1.42
scaffold_1-1621,2.94,2.17,2.59,1.24
scaffold_8-931,3.22,1.68,2.97,1.37
scaffold_7-872,2.78,0.76,2.15,0.81
scaffold_4-1081,3.57,2.88,3.05,1.3
scaffold_2-1138,3.5,1.96,4.8,1.27
scaffold_4-1060,3.63,17.23,7.58,1.49
scaffold_8-935,4.01,3.26,3.72,1.5
scaffold_2-1125,3.25,0.87,3.92,1.3
scaffold_38-62,2.9,40.05,1.29,0.75
scaffold_4-1055,3.13,1.96,5.17,1.29
scaffold_9-709,3.75,0.87,6.35,1.38
scaffold_8-939,2.63,1.58,3.03,1.04
scaffold_9-714,3.13,7.23,3.18,1.28
scaffold_8-949,3.43,1.96,4.45,1.11
scaffold_9-688,3.33,3.53,4.64,1.4
scaffold_8-941,3.39,1.03,4.21,1.4
scaffold_7-861,3.41,1.41,5.36,1.49
scaffold_1-1563,2.95,1.52,4.85,1.23
scaffold_1-1513,3,2.01,2.97,1.09
scaffold_5-836,2.99,1.96,3.35,1.18
scaffold_6-952,3.31,2.99,3.68,1.39
scaffold_3-830,3.61,10.49,1.66,1.13
scaffold_8-933,2.58,2.17,3.45,1.04
scaffold_5-832,3.69,4.4,2.95,1.38
scaffold_3-846,3.41,2.55,2.95,1.16
scaffold_8-953,3.65,15.11,5.34,1.46
scaffold_6-993,4.59,1.41,9.72,1.76
scaffold_9-690,4.03,8.04,3.08,1.39
scaffold_1-1644,2.84,6.19,1.99,0.92
scaffold_1-1629,3.38,1.63,4.55,1.33
scaffold_4-1088,3.23,0.98,5.46,1.32
scaffold_9-717,4.27,3.7,5.28,1.53
scaffold_9-704,2.82,1.9,3.62,1.34
scaffold_3-834,3.86,1.74,4.62,1.38
scaffold_1-1615,2.75,1.74,3.11,1.24
scaffold_1-1633,4.14,13.37,2.3,1.52
scaffold_1-1605,3.22,1.74,4.55,1.33
scaffold_1-1632,3.72,7.34,4,1.6
scaffold_2-1127,3.14,2.93,3.18,1.02
scaffold_5-829,3.17,3.31,5.45,1.33
scaffold_3-842,2.99,0.54,3.06,1.21
scaffold_1-1618,3.18,5.92,4.58,1.16
scaffold_7-850,2.58,1.41,3,0.95
scaffold_10-369,2.84,2.06,3.49,0.99
scaffold_3-848,3.23,3.91,3.63,1.51
scaffold_6-998,3.7,3.53,3.97,1.52
scaffold_1-1571,3.4,4.62,5.36,1.1
scaffold_1-1604,3.41,46.19,4.29,1.13
scaffold_3-854,2.78,1.58,3.59,0.91
scaffold_1-1628,3.47,1.3,5.36,1.6
scaffold_1-1625,3.49,2.28,2.88,1.41
scaffold_1-1658,3.28,1.85,4.67,1.28
scaffold_582-1,2.95,8.37,4.67,0.98
scaffold_4-1107,3.38,8.59,2.45,1.36
scaffold_9-727,3.25,2.12,2.62,0.85
scaffold_7-899,2.99,1.03,4.88,1.11
scaffold_6-1006,3.14,2.06,3.49,1.31
scaffold_9-735,3.96,29.72,4.53,1.25
scaffold_6-1017,4.84,28.31,1.78,1.4
scaffold_1-1619,3.19,2.06,3.89,1.3
scaffold_1-1624,2.89,1.25,2.35,1.1
scaffold_3-821,2.98,1.25,3.68,1.15
scaffold_7-868,3,1.63,4.98,1.08
scaffold_6-1028,2.85,1.14,3.45,1.15
scaffold_5-845,5.18,7.77,2.67,1.68
scaffold_5-831,3.34,1.96,4.44,1.38
scaffold_5-841,3.57,2.12,6.98,1.55
scaffold_4-1093,3.36,2.12,5.46,1.16
scaffold_4-1096,3.64,4.62,3.48,1.5
scaffold_3-860,3.98,1.63,3.46,1.34
scaffold_3-850,4.09,1.58,4.88,1.48
scaffold_2-1135,3.2,1.96,2.19,0.96
scaffold_3-832,3.68,1.74,3.84,1.44
scaffold_9-730,4.07,158.67,1.02,1.25
scaffold_6-1032,4.2,9.4,3.47,1.49
scaffold_4-1091,3.01,1.79,4.38,1.61
scaffold_8-930,3.65,68.47,4.2,1.41
scaffold_5-842,4.36,3.31,3.46,0.86
scaffold_1-1635,3.18,0.87,5.08,1.59
scaffold_9-707,3.37,6.03,2.37,1.36
scaffold_2-1157,4.66,6.74,5.25,1.67
scaffold_6-965,4.18,7.01,2.71,1.45
scaffold_8c-43,3.12,4.24,1.77,0.99
scaffold_10-373,3.11,2.61,4.82,1.39
scaffold_6-974,4.38,2.77,6.69,1.36
scaffold_1-1653,3.09,5.43,4.72,1.32
scaffold_5-834,3.49,3.15,5.94,1.37
scaffold_8-946,3.1,1.63,3.1,1.1
scaffold_8-915,3.68,1.68,4.52,1.31
scaffold_7-865,3.9,3.53,3.52,1.59
scaffold_9-691,4.43,1.2,4.81,1.11
scaffold_6-997,2.99,3.91,3.1,1.13
scaffold_1-1669,3.35,1.79,3.94,1.2
scaffold_37-6,3.83,4.35,1.5,1.18
scaffold_6-1019,4.13,1.14,5.46,1.49
scaffold_9-706,3.12,1.36,3.95,1.18
scaffold_7-884,3.06,2.01,4.1,1.33
scaffold_5-851,3.06,12.66,7.59,1.22
scaffold_6-980,2.59,5.6,2.31,0.92
scaffold_5-854,3.97,0.82,3.47,1.47
scaffold_2-1120,3.26,3.15,3.54,1.22
scaffold_5-798,2.67,1.47,3.25,1
scaffold_1-1636,4.97,48.15,2.9,1.75
scaffold_192-3,4.2,2.06,5.28,1.43
scaffold_3-845,4.06,6.85,4.63,1.51
scaffold_3-866,3.34,3.31,5.39,1.44
scaffold_1-1655,2.95,1.36,2.99,1.24
scaffold_7-886,4.76,34.62,1.29,1.49
scaffold_3-869,3.15,2.83,3.06,1.21
scaffold_1-1626,3.04,0.98,3.76,1.32
scaffold_10-375,3.09,3.37,5.66,1.33
scaffold_38-63,4.03,95.04,3.36,0.9
scaffold_7-888,3.25,1.79,4.56,1.23
scaffold_10-374,2.31,0.65,2.6,0.85
scaffold_5-826,3.48,1.96,5.84,1.28
scaffold_4-1089,3.48,30.7,3.48,1.19
scaffold_10-377,3.01,6.03,2.47,1.3
scaffold_1-1665,3.06,2.5,2.5,1.22
scaffold_7-890,2.85,5,2.45,0.92
scaffold_6-987,2.94,1.41,3.46,1.36
scaffold_1-1642,3.07,1.74,3.63,1.21
scaffold_2-1152,2.79,3.59,2.35,1.25
scaffold_210-5,3.33,0.87,3.91,1.6
scaffold_1-1645,4.82,4.62,5.36,1.23
scaffold_2-1128,3.39,7.39,2.8,1.1
scaffold_1-1670,3.22,1.85,2.89,1.41
scaffold_7-879,2.93,2.5,4.62,1.41
scaffold_9-712,3.15,2.28,3.53,1.28
scaffold_4-1115,3.06,3.26,3.41,1.36
scaffold_9-713,3.06,2.23,4.18,1.44
scaffold_69-4,3.51,9.4,4.01,1.28
scaffold_3-865,3.41,1.74,6.03,1.57
scaffold_4-1108,4,56.62,3.75,1.3
scaffold_1-1630,4.15,10.11,2.71,1.39
scaffold_1-1638,3.65,3.37,3.45,1.55
scaffold_10-365,3.3,9.62,6.79,1.31
scaffold_1-1662,3.01,3.48,3.45,1.31
scaffold_2-1105,2.96,1.58,4,1.21
scaffold_6-1001,3.13,2.39,2.44,1.11
scaffold_2-1109,6.7,21.46,1.98,1.59
scaffold_8-944,3.95,1.63,3.7,1.6
scaffold_8-947,3.5,3.1,2.42,1.2
scaffold_2-1140,4.43,10.22,5.57,1.7
scaffold_6-1029,4.66,111.78,2.36,1.26
scaffold_1-1680,3.54,27.33,4.56,1.39
scaffold_6-1040,4.66,111.72,2.36,1.26
scaffold_7-842,3.34,0.87,4.28,1.42
scaffold_4-1099,3.22,5.43,6.03,1.41
scaffold_4-1078,4.96,32.88,2.36,1.63
scaffold_4-1118,3.81,1.79,4.73,1.26
scaffold_7-896,3.38,3.21,2.53,1
scaffold_5-857,3.25,1.2,6.29,1.24
scaffold_4-1092,2.75,1.63,3,1.03
scaffold_3-836,3.22,21.57,5.2,1.2
scaffold_9-729,3.33,9.02,4.5,1.25
scaffold_10-370,3.75,1.3,2.76,1.41
scaffold_3-831,3.35,3.53,3.07,1.57
scaffold_5-855,3.17,4.78,3.4,1.52
scaffold_7-900,3.6,1.03,5.25,1.41
scaffold_7-873,3.9,17.06,2.38,1.5
scaffold_6-1024,2.9,1.63,4.59,1.07
scaffold_9174-1,2.97,0.49,3.66,1.3
scaffold_4-1111,2.29,71.46,2.1,0.61
scaffold_9-741,3.01,2.06,2.02,0.99
scaffold_7-906,3.57,2.72,1.96,1.36
scaffold_2-1163,3.16,1.3,3.75,1.2
scaffold_6-1012,3.57,1.52,3.54,1.39
scaffold_4-1105,3.91,38.85,2.37,1.3
scaffold_7-917,5.31,17.99,2.79,1.49
scaffold_5-863,2.82,1.3,2.49,0.68
scaffold_7-877,3.31,2.77,3.46,1.28
scaffold_8-952,3.82,0.76,6.41,1.45
scaffold_1-1673,3.41,2.5,3.2,1.02
scaffold_2-1150,3.57,1.52,5.09,1.29
scaffold_1-1678,3.43,1.68,5.37,1.61
scaffold_7-891,3.43,2.61,5.17,1.04
scaffold_9-725,2.68,7.83,2.96,1.01
scaffold_2-1144,3.34,2.45,5.09,1.45
scaffold_1-1650,3.66,1.3,5.53,1.67
scaffold_9-737,3.19,3.42,4.75,1.3
scaffold_2-1149,4.81,22.5,1.9,1.54
scaffold_1-1611,3.32,1.79,3.42,1.47
scaffold_1-1654,3.39,1.03,4.9,1.27
scaffold_7-910,2.97,2.01,4.32,1.13
scaffold_55-1,3.22,2.28,4.35,1.14
scaffold_3-859,2.77,1.58,2.59,1.13
scaffold_2-1159,2.88,1.96,3.52,1.15
scaffold_1-1648,4.13,10,2.87,1.13
scaffold_2-1156,2.82,0.98,3.8,1.4
scaffold_8325-2,3.75,0.65,2.66,1.21
scaffold_4-1104,2.84,3.21,2.37,1.34
scaffold_3-868,3.76,2.61,5.57,1.38
scaffold_9-734,3.58,9.13,1.91,1.28
scaffold_1-1641,3.35,3.1,5.48,1.23
scaffold_5-850,3.17,2.66,2.97,1.13
scaffold_8-969,2.69,1.25,2.89,0.84
scaffold_1-1661,3.22,1.96,3.86,1.28
scaffold_4-1119,3.32,3.1,2.79,1.1
scaffold_2-1131,3.49,2.55,3.36,1.53
scaffold_2-1148,4.76,138.73,1.79,1.41
scaffold_5-856,3.3,1.63,2.97,1.39
scaffold_5-858,3.65,4.4,2.99,1.27
scaffold_9-720,3.36,2.61,4.51,1.37
scaffold_7-908,2.84,1.68,3,1.42
scaffold_7-895,3.16,1.85,5.56,1.03
scaffold_1-1676,4.18,15.92,5.01,1.59
scaffold_2-1113,3.48,1.36,5.24,1.6
scaffold_27-8,3.04,1.09,3.6,1.35
scaffold_1-1659,3.07,4.78,6.05,1.58
scaffold_1-1666,3.48,1.74,4.67,1.51
scaffold_2-1158,3.05,22.5,3.87,1.38
scaffold_2-1168,3.29,3.59,3.24,1.36
scaffold_6-1022,2.89,0.87,4.92,1.25
scaffold_6-1044,3.25,3.91,2.26,0.73
scaffold_8-964,3.16,5.6,2.84,1.43
scaffold_2-1160,2.64,0.76,2.9,0.96
scaffold_5-848,4.12,1.85,3.62,1.43
scaffold_1-1681,3.21,3.31,1.86,1.15
scaffold_8-968,3.22,2.01,3.12,1.3
scaffold_2-1162,3.87,1.74,2.7,1.56
scaffold_1-1587,3.88,2.66,4.36,1.3
scaffold_2-1170,3.61,3.26,2.01,1.31
scaffold_6-1026,3.36,2.34,3.71,1.05
scaffold_8-958,3.27,0.87,4.99,1.43
scaffold_7-892,2.96,2.45,3.16,1.24
scaffold_8-963,3.3,1.3,4.97,1.39
scaffold_6-1013,3.52,2.23,3.72,1.17
scaffold_3-870,3.97,8.42,4.33,1.63
scaffold_1-1671,3.69,1.3,5.96,1.3
scaffold_1-1594,2.94,1.14,3.43,1.33
scaffold_3-851,3.79,3.53,4.8,1.32
scaffold_2-1130,2.96,3.15,3.84,1.11
scaffold_2-1145,3.33,4.62,4.59,1.31
scaffold_9-731,4.03,7.12,2.85,1.43
scaffold_8-934,2.83,5.54,4.55,1.2
scaffold_2-1154,2.55,2.88,2.36,0.94
scaffold_4-1063,2.83,1.14,3.78,0.96
scaffold_1-1631,4.59,10.11,3.22,1.46
scaffold_7-914,3.65,3.26,3.82,1.17
scaffold_3-826,3.28,2.99,4.32,1.26
scaffold_7-869,3.12,2.17,4.56,1.03
scaffold_1-1663,3.45,1.41,3.36,1.54
scaffold_5-866,4.34,3.97,4.39,1.5
scaffold_7-901,2.94,1.2,5.96,1.28
scaffold_6-1005,3.63,6.3,3.75,1.25
scaffold_7-911,3.43,8.8,3.34,1.24
scaffold_1-1555,2.9,1.47,2.51,1.06
scaffold_3-875,3.23,4.08,4.43,1.18
scaffold_140-3,3.01,2.39,5.17,1.44
scaffold_5-844,3.06,2.77,4.33,1.03
scaffold_2-1177,4.49,3.86,6.52,1.56
scaffold_6-1035,3.95,2.01,3.88,1.16
scaffold_6-1043,3.22,1.58,5.66,1.3
scaffold_1-1643,2.89,1.41,3.36,1.15
scaffold_6-1033,3.73,4.51,2.67,1.13
scaffold_3-847,3.31,2.55,4.17,1.6
scaffold_1-1620,2.78,1.09,2.77,0.92
scaffold_3-872,4.38,16.3,3.35,1.52
scaffold_1-1674,2.69,1.47,3.29,1.21
scaffold_9-733,2.77,1.74,5.76,1.31
scaffold_5-869,4.86,3.04,4.86,1.34
scaffold_5-870,2.61,0.71,3.46,1.02
scaffold_6-1031,4.47,3.42,9.84,1.58
scaffold_10-366,3.26,1.74,3.19,1.25
scaffold_1-1640,3.31,2.72,4.95,1.2
scaffold_10-386,2.93,4.4,6.07,1.36
scaffold_8-955,3.33,2.5,5.57,1.34
scaffold_1-1651,2.8,1.41,3.84,1.31
scaffold_306-2,2.89,1.2,3.66,1.39
scaffold_1-1623,3.94,4.84,7.75,1.56
scaffold_9-732,3.16,1.2,3.68,1.37
scaffold_6-1030,3.13,1.58,2.87,1.23
scaffold_7-903,2.95,5.22,5.63,1.01
scaffold_2-1153,4.49,123.46,1.49,1.4
scaffold_1-1710,3.46,2.5,4.34,1.69
scaffold_1-1689,2.62,2.45,3.01,1.54
scaffold_1-1664,3.03,0.82,2.89,0.83
scaffold_9-726,2.79,1.36,1.9,1.12
scaffold_10-378,3.76,2.28,5.3,1.5
scaffold_1-1677,2.64,0.76,2.51,1.16
scaffold_2-1119,3.2,2.39,4.81,1.53
scaffold_4-1110,4.81,10,8.38,1.38
scaffold_6-1046,2.85,4.08,4.75,1.34
scaffold_2-1147,2.86,1.09,3.4,1.07
scaffold_2-1141,3.58,2.28,2.91,1.15
scaffold_1-1704,3.12,3.15,3.22,1.49
scaffold_38-58,4.9,79.34,2.94,0.87
scaffold_10-384,2.85,2.77,3.72,1.14
scaffold_1-1711,3.26,3.97,4.87,1.59
scaffold_7-876,3.53,2.55,3.29,1.31
scaffold_4-1126,3.51,1.25,3.37,1.27
scaffold_2-1174,2.97,3.31,4.29,1.03
scaffold_1-1699,4.26,19.67,3.81,1.69
scaffold_10-383,3.91,5.76,3.49,1.46
scaffold_8-970,3.04,2.88,5.04,1.16
scaffold_3-878,3.84,7.99,8.1,1.39
scaffold_8-921,2.64,1.41,2.08,0.68
scaffold_8-965,3.42,1.47,2.93,1.13
scaffold_2-1123,3.07,1.09,3.65,1.3
scaffold_9-747,3.44,1.96,5.03,1.54
scaffold_8-937,3.96,12.39,2.27,1.32
scaffold_1-1693,2.84,1.9,2.51,1.02
scaffold_6-1039,2.58,0.92,3.81,1.09
scaffold_9-742,3.55,7.06,2.48,1.24
scaffold_9-739,4.16,14.18,1.52,1.47
scaffold_6-1020,2.64,1.36,1.85,0.77
scaffold_1-1694,2.63,1.68,1.74,0.8
